date,mean
2006-12-31,17.799821397516382
2007-12-31,17.502689747272274
2008-12-31,17.448944543644462
2009-12-31,17.298180801978884
2010-12-31,17.308889525650553
2011-12-31,17.637360077003855
2012-12-31,17.66149176846501
2013-12-31,17.55719262090139
2014-12-31,17.82376774279652
2015-12-31,18.01468102541613
2016-12-31,17.674685240921015
2017-12-31,18.07711616809745
2018-12-31,18.12690919800205
2019-12-31,17.81626655792617
2020-12-31,18.153719926804847
2021-12-31,17.961437486622454
2022-12-31,18.01091451924843
2023-12-31,18.3470768420275
2024-12-31,18.165574886213847
2025-12-31,18.27640293268155
2026-12-31,18.33864805018756
2027-12-31,18.21851293037551
2028-12-31,18.507443175364273
2029-12-31,18.52987210646381
2030-12-31,18.718556737930907
2031-12-31,18.27906179608511
2032-12-31,18.144596727397545
2033-12-31,18.50088865276421
2034-12-31,18.48206412457831
2035-12-31,18.85269388396682
2036-12-31,18.4816969368007
2037-12-31,18.81554010419854
2038-12-31,18.847736734389038
2039-12-31,18.823409956542037
2040-12-31,18.81352562171051
2041-12-31,18.96666323468334
2042-12-31,19.071608010010266
2043-12-31,19.013944677861804
2044-12-31,18.81391617603488
2045-12-31,19.22928329437915
2046-12-31,19.311940586714698
2047-12-31,19.278228293939602
2048-12-31,19.320502064744872
2049-12-31,19.55275617725153
2050-12-31,19.619991494096055
2051-12-31,19.668625660278583
2052-12-31,19.719366449519388
2053-12-31,19.99477544636489
2054-12-31,19.93526978813119
2055-12-31,19.887277538202536
2056-12-31,19.913498090773324
2057-12-31,20.186767160076005
2058-12-31,20.00456649272645
2059-12-31,20.15733484913927
2060-12-31,20.16532488507033
2061-12-31,20.14276545475454
2062-12-31,20.211172252438562
2063-12-31,20.271319779149106
2064-12-31,20.416093327693282
2065-12-31,20.48782001851203
2066-12-31,20.59876171492786
2067-12-31,20.807064797438155
2068-12-31,20.969253027045188
2069-12-31,21.078695533389162
2070-12-31,20.949141896665314
2071-12-31,20.95013044721851
2072-12-31,20.95320369135799
2073-12-31,20.98509023408836
2074-12-31,20.961175720254683
2075-12-31,21.303683366172102
2076-12-31,21.241523521516672
2077-12-31,21.55789929891988
2078-12-31,21.37092698029423
2079-12-31,21.316659324929695
2080-12-31,21.220004408253462
2081-12-31,21.61615465615829
2082-12-31,21.956097913768215
2083-12-31,21.598901140246628
2084-12-31,21.66489837352667
2085-12-31,21.84583958814291
2086-12-31,21.99460841388543
2087-12-31,21.91837772536109
2088-12-31,21.998507754752474
2089-12-31,22.26240533379584
2090-12-31,22.174347497152514
2091-12-31,22.117560519164346
2092-12-31,22.14195389957316
2093-12-31,22.4257195977238
2094-12-31,22.41216637697863
2095-12-31,22.243526849417016
2096-12-31,22.55450116568733
2097-12-31,22.712337633743857
2098-12-31,22.576398067387295
2099-12-31,22.657451260063457
